Year,Tech company?,Employer provide mental health benefits?,Know options for mental health care?,Employer discussed mental health?,Employer offer mental health resources?,Anonymity if you  take advantage of mental health resources?,Easy/difficult to ask for mental health medical leave?,Comfortable discussing mental health with supervisor?,Discussed your mental health with your employer?,Employer importance placed on physical health?,Employer importance placed on mental health?,Tech industry supports employees with mental health issues?,Age,Gender,Country
2016,True,Yes,I am not sure,No,I don't know,No,Very difficult,No,,,,,23,NB,United States of America
2016,True,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Yes,,,,,41,M,United States of America
2016,True,Yes,No,Yes,I don't know,I don't know,Somewhat easy,Yes,,,,,31,M,Canada
2016,True,No,Yes,No,No,No,Very difficult,No,,,,,55,M,United States of America
2016,True,No,,No,No,I don't know,Very difficult,No,,,,,34,M,United States of America
2016,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Yes,,,,,28,F,United States of America
2016,True,Yes,No,No,No,I don't know,Very difficult,Maybe,,,,,33,M,United States of America
2016,True,Yes,No,No,Yes,No,Neither easy nor difficult,No,,,,,29,M,United States of America
2016,False,Yes,I am not sure,Yes,Yes,Yes,Somewhat difficult,Yes,,,,,33,F,United States of America
2016,True,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,,,,,28,M,United States of America
2016,True,Yes,No,Yes,Yes,I don't know,I don't know,Yes,,,,,32,M,United States of America
2016,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,36,F,United States of America
2016,False,I don't know,I am not sure,Yes,I don't know,Yes,Somewhat easy,No,,,,,45,M,United Kingdom
2016,False,No,No,Yes,Yes,I don't know,Somewhat easy,No,,,,,23,M,France
2016,True,I don't know,I am not sure,No,No,I don't know,I don't know,No,,,,,29,F,United States of America
2016,True,Not eligible for coverage / N/A,,No,I don't know,I don't know,Neither easy nor difficult,Maybe,,,,,31,M,Australia
2016,True,No,No,No,No,No,Somewhat difficult,No,,,,,29,M,Germany
2016,True,I don't know,I am not sure,No,No,Yes,Somewhat easy,Maybe,,,,,30,M,United Kingdom
2016,True,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,Yes,,,,,55,M,United Kingdom
2016,False,I don't know,No,No,No,I don't know,Neither easy nor difficult,Yes,,,,,38,F,United States of America
2016,True,I don't know,I am not sure,No,I don't know,Yes,Somewhat easy,No,,,,,20,M,Canada
2016,True,No,Yes,No,I don't know,I don't know,Neither easy nor difficult,Maybe,,,,,25,M,United States of America
2016,False,I don't know,No,No,No,I don't know,Very difficult,No,,,,,27,M,United States of America
2016,False,No,,No,No,I don't know,Somewhat easy,Yes,,,,,24,M,United States of America
2016,False,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,,,,,29,M,Brazil
2016,True,No,I am not sure,No,No,I don't know,Somewhat easy,Yes,,,,,40,F,United States of America
2016,True,No,No,No,No,No,Somewhat difficult,No,,,,,30,M,United States of America
2016,True,Yes,No,No,No,I don't know,Somewhat easy,Yes,,,,,32,M,Canada
2016,True,Yes,I am not sure,I don't know,I don't know,Yes,Very easy,Maybe,,,,,35,F,Canada
2016,True,No,No,No,No,I don't know,I don't know,No,,,,,36,M,United Kingdom
2016,True,I don't know,No,I don't know,No,I don't know,Neither easy nor difficult,Maybe,,,,,26,M,Sweden
2016,False,I don't know,I am not sure,Yes,I don't know,I don't know,Somewhat easy,No,,,,,31,F,Netherlands
2016,False,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,Yes,,,,,33,M,South Africa
2016,True,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,,,,,46,M,United Kingdom
2016,True,No,No,No,Yes,I don't know,Neither easy nor difficult,Yes,,,,,32,M,United States of America
2016,True,Yes,I am not sure,I don't know,Yes,I don't know,Very easy,Maybe,,,,,34,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,,,,,41,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,I don't know,Very easy,Yes,,,,,32,M,United States of America
2016,False,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,No,,,,,47,M,United States of America
2016,True,I don't know,No,No,I don't know,I don't know,Very easy,No,,,,,29,M,United States of America
2016,False,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,,,,,36,M,United States of America
2016,True,No,Yes,No,No,I don't know,Somewhat difficult,No,,,,,32,M,United States of America
2016,True,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Yes,,,,,29,M,United States of America
2016,True,Not eligible for coverage / N/A,,No,No,I don't know,Very easy,Yes,,,,,22,M,United Kingdom
2016,True,Yes,Yes,No,No,Yes,Very easy,No,,,,,32,F,United States of America
2016,False,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,No,,,,,19,F,United States of America
2016,True,No,,No,No,Yes,Very easy,Yes,,,,,30,M,South Africa
2016,True,I don't know,I am not sure,No,I don't know,Yes,Somewhat easy,Yes,,,,,32,NB,United States of America
2016,True,I don't know,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,Yes,,,,,22,M,United States of America
2016,True,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,,,,,323,M,United States of America
2016,True,No,No,No,No,I don't know,I don't know,Maybe,,,,,33,M,Slovakia
2016,True,No,I am not sure,No,No,I don't know,Very difficult,Maybe,,,,,48,F,United Kingdom
2016,True,No,No,No,No,I don't know,Somewhat difficult,No,,,,,45,M,Germany
2016,True,I don't know,I am not sure,Yes,Yes,Yes,Very easy,Yes,,,,,28,M,United Kingdom
2016,True,I don't know,No,I don't know,I don't know,I don't know,Somewhat difficult,Yes,,,,,44,M,United States of America
2016,True,No,,No,No,I don't know,Somewhat difficult,No,,,,,31,M,United States of America
2016,True,Yes,I am not sure,No,No,I don't know,Somewhat easy,Yes,,,,,31,F,United States of America
2016,True,Yes,No,Yes,I don't know,Yes,Very easy,Yes,,,,,29,M,United States of America
2016,False,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,,,,,26,M,United States of America
2016,False,Yes,Yes,Yes,I don't know,I don't know,Neither easy nor difficult,Yes,,,,,35,F,United States of America
2016,True,Yes,No,No,I don't know,I don't know,I don't know,No,,,,,45,M,United States of America
2016,False,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,Yes,,,,,22,F,United States of America
2016,True,Yes,Yes,No,No,I don't know,I don't know,Yes,,,,,34,M,United States of America
2016,True,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Yes,,,,,35,M,United Kingdom
2016,True,Not eligible for coverage / N/A,Yes,No,No,No,Somewhat difficult,No,,,,,26,M,Denmark
2016,True,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,Somewhat difficult,Maybe,,,,,24,M,Australia
2016,True,I don't know,No,No,I don't know,Yes,Somewhat easy,Maybe,,,,,24,M,United States of America
2016,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,34,M,United States of America
2016,True,No,,No,No,I don't know,Very easy,Yes,,,,,36,M,Australia
2016,False,Yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,No,,,,,41,M,Australia
2016,True,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat easy,No,,,,,21,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,No,Somewhat easy,Maybe,,,,,33,M,Bangladesh
2016,True,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Yes,,,,,32,M,India
2016,False,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Maybe,,,,,62,F,United States of America
2016,False,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,,,,,37,M,United States of America
2016,True,I don't know,I am not sure,No,No,I don't know,Somewhat easy,Yes,,,,,32,M,United States of America
2016,True,Yes,Yes,I don't know,I don't know,I don't know,Very difficult,Maybe,,,,,31,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,,,,,28,M,United States of America
2016,True,Yes,Yes,No,I don't know,Yes,Very easy,Maybe,,,,,29,M,Norway
2016,False,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,,,,,33,M,Germany
2016,False,I don't know,I am not sure,Yes,No,I don't know,Somewhat easy,Yes,,,,,27,M,Finland
2016,False,Not eligible for coverage / N/A,,No,No,No,Very easy,Maybe,,,,,24,M,Australia
2016,True,Yes,Yes,Yes,No,No,Very easy,Yes,,,,,42,M,United States of America
2016,True,No,,No,No,I don't know,I don't know,Maybe,,,,,28,M,United Kingdom
2016,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,,,,,40,M,Canada
2016,True,Yes,I am not sure,No,Yes,I don't know,Very easy,No,,,,,32,F,United States of America
2016,True,Yes,Yes,No,No,Yes,Very easy,No,,,,,26,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,,,,,39,F,United States of America
2016,False,Not eligible for coverage / N/A,,Yes,Yes,I don't know,Very easy,Yes,,,,,38,M,United Kingdom
2016,True,Yes,No,No,I don't know,I don't know,Very difficult,Maybe,,,,,34,M,United States of America
2016,False,I don't know,,No,No,I don't know,Very difficult,Maybe,,,,,44,M,Netherlands
2016,True,Yes,No,No,No,Yes,Very easy,Yes,,,,,24,M,Pakistan
2016,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,,,,,31,M,United States of America
2016,True,Yes,Yes,I don't know,I don't know,No,Somewhat difficult,Yes,,,,,47,M,United States of America
2016,True,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,Yes,,,,,30,M,Australia
2016,True,Yes,I am not sure,Yes,Yes,Yes,Very easy,Yes,,,,,29,NB,United States of America
2016,True,Yes,I am not sure,No,I don't know,I don't know,Very difficult,Yes,,,,,27,M,United States of America
2016,False,Yes,No,Yes,Yes,Yes,Neither easy nor difficult,Maybe,,,,,29,M,United States of America
2016,True,Yes,I am not sure,No,No,Yes,Somewhat difficult,No,,,,,31,NB,United States of America
2016,False,I don't know,I am not sure,No,No,I don't know,I don't know,No,,,,,27,M,Norway
2016,True,No,,No,No,No,Somewhat difficult,Maybe,,,,,29,M,United Kingdom
2016,True,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat easy,Maybe,,,,,29,M,United Kingdom
2016,True,Yes,I am not sure,No,Yes,I don't know,Somewhat difficult,Maybe,,,,,42,M,United States of America
2016,True,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,,,,,26,F,United States of America
2016,True,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,Yes,,,,,26,M,Switzerland
2016,False,Yes,Yes,Yes,No,Yes,Somewhat difficult,Maybe,,,,,24,M,United States of America
2016,False,Yes,No,Yes,Yes,Yes,Somewhat difficult,No,,,,,25,M,United States of America
2016,True,Yes,Yes,No,No,I don't know,Very easy,Yes,,,,,22,M,United States of America
2016,True,Yes,I am not sure,No,I don't know,Yes,Neither easy nor difficult,Maybe,,,,,33,M,United States of America
2016,True,Yes,No,No,Yes,I don't know,Very easy,Yes,,,,,53,M,United States of America
2016,True,Yes,Yes,No,No,I don't know,Somewhat easy,Yes,,,,,32,M,Canada
2016,True,No,,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,32,M,United States of America
2016,True,I don't know,No,No,No,Yes,Somewhat difficult,No,,,,,27,M,France
2016,True,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat easy,Maybe,,,,,34,M,United Kingdom
2016,True,No,,No,No,Yes,Somewhat difficult,Maybe,,,,,26,M,United States of America
2016,True,I don't know,No,No,No,I don't know,Somewhat easy,Yes,,,,,25,NB,United States of America
2016,True,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Yes,,,,,39,M,United Kingdom
2016,True,I don't know,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Yes,,,,,32,M,United States of America
2016,True,I don't know,No,Yes,Yes,I don't know,I don't know,Maybe,,,,,33,NB,United Kingdom
2016,True,Yes,No,I don't know,I don't know,I don't know,I don't know,Maybe,,,,,58,M,United States of America
2016,True,No,No,No,No,Yes,Very difficult,No,,,,,30,M,Canada
2016,False,I don't know,No,I don't know,I don't know,I don't know,I don't know,No,,,,,45,M,United States of America
2016,True,No,,No,No,No,Very difficult,No,,,,,26,F,Canada
2016,True,Yes,Yes,No,Yes,Yes,I don't know,No,,,,,22,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,No,Somewhat easy,No,,,,,21,M,United States of America
2016,True,Yes,I am not sure,Yes,Yes,I don't know,Somewhat easy,Yes,,,,,3,M,Canada
2016,False,I don't know,No,Yes,Yes,Yes,I don't know,Yes,,,,,34,M,United States of America
2016,True,I don't know,No,Yes,I don't know,I don't know,Very easy,Yes,,,,,25,F,United States of America
2016,True,Yes,I am not sure,No,No,Yes,Very easy,Maybe,,,,,27,M,United States of America
2016,True,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,No,,,,,25,F ,United States of America
2016,True,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Maybe,,,,,33,M,United Kingdom
2016,True,No,I am not sure,No,No,I don't know,Somewhat easy,No,,,,,36,F,United States of America
2016,True,No,No,I don't know,I don't know,I don't know,Neither easy nor difficult,No,,,,,26,M,United Kingdom
2016,True,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,34,M,United States of America
2016,True,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,,,,,34,M,United States of America
2016,False,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,No,,,,,25,M,United States of America
2016,True,No,Yes,No,No,No,Very difficult,Maybe,,,,,27,F,Canada
2016,True,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,No,,,,,24,F,Canada
2016,False,Yes,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,,,,,47,F,United States of America
2016,True,Yes,I am not sure,No,Yes,Yes,Somewhat easy,Yes,,,,,37,M,United States of America
2016,False,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,,,,,35,NB,United States of America
2016,False,Yes,Yes,No,No,Yes,Very difficult,No,,,,,30,M,United States of America
2016,False,Yes,No,Yes,Yes,Yes,Somewhat easy,Maybe,,,,,42,M,United States of America
2016,True,Yes,No,No,Yes,Yes,Very easy,Yes,,,,,31,M,United States of America
2016,True,Yes,I am not sure,Yes,No,I don't know,Somewhat easy,Maybe,,,,,28,F,United States of America
2016,False,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Yes,,,,,36,F,United States of America
2016,True,Yes,Yes,No,No,Yes,Somewhat difficult,Maybe,,,,,36,F,United States of America
2016,False,I don't know,No,No,No,I don't know,I don't know,No,,,,,32,M,Canada
2016,True,Yes,No,No,No,I don't know,Somewhat easy,Maybe,,,,,41,F,United States of America
2016,False,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,,,,,36,M,Sweden
2016,True,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,No,,,,,23,M,United States of America
2016,False,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,,,,,54,F,United States of America
2016,False,I don't know,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,Maybe,,,,,34,F,United States of America
2016,True,I don't know,No,No,No,I don't know,Very easy,Yes,,,,,36,M,Netherlands
2016,True,Yes,Yes,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,27,M,United States of America
2016,True,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Maybe,,,,,32,M,United States of America
2016,True,Yes,Yes,No,No,No,Very difficult,No,,,,,21,M,Germany
2016,True,I don't know,No,Yes,Yes,Yes,Somewhat easy,Yes,,,,,44,M,United States of America
2016,True,I don't know,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,,,,,33,M,United States of America
2016,True,Yes,No,No,I don't know,Yes,Very difficult,No,,,,,38,M,United Kingdom
2016,True,Yes,I am not sure,Yes,Yes,I don't know,I don't know,Maybe,,,,,38,M,Ireland
2016,True,I don't know,No,No,I don't know,No,Very difficult,No,,,,,22,F,Brazil
2016,False,I don't know,No,No,No,I don't know,Very difficult,Yes,,,,,27,F,Canada
2016,False,No,No,No,No,I don't know,Somewhat difficult,No,,,,,66,M,United States of America
2016,False,I don't know,I am not sure,No,No,I don't know,Very difficult,No,,,,,25,M,United States of America
2016,True,Not eligible for coverage / N/A,,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,22,M,Netherlands
2016,True,No,No,No,No,I don't know,Somewhat easy,Yes,,,,,29,M,Brazil
2016,True,No,No,Yes,Yes,No,Somewhat easy,Yes,,,,,33,M,New Zealand
2016,True,No,No,No,No,I don't know,Somewhat difficult,No,,,,,27,M,Sweden
2016,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,,,,,44,M,United States of America
2016,False,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,,,,,32,M,United States of America
2016,False,Yes,I am not sure,Yes,Yes,No,Very difficult,No,,,,,59,F,United States of America
2016,True,Yes,Yes,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,,,,,32,M,United States of America
2016,False,Not eligible for coverage / N/A,,No,Yes,I don't know,Very difficult,No,,,,,41,M,United Kingdom
2016,True,No,I am not sure,No,Yes,I don't know,Very easy,Yes,,,,,38,F,United States of America
2016,False,No,No,Yes,Yes,Yes,Somewhat difficult,Maybe,,,,,43,M,United Kingdom
2016,True,Yes,Yes,No,Yes,Yes,Very easy,Yes,,,,,29,F,United States of America
2016,True,I don't know,I am not sure,Yes,I don't know,I don't know,Very easy,Maybe,,,,,25,F ,United States of America
2016,True,Yes,Yes,Yes,No,No,Somewhat easy,Yes,,,,,49,M,Afghanistan
2016,True,No,No,Yes,No,I don't know,I don't know,No,,,,,36,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,,,,,28,M,United States of America
2016,False,I don't know,No,No,No,I don't know,Somewhat difficult,No,,,,,37,M,United States of America
2016,False,Not eligible for coverage / N/A,Yes,No,No,Yes,Somewhat difficult,No,,,,,23,F,United States of America
2016,False,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Yes,,,,,32,M,United States of America
2016,True,No,,I don't know,I don't know,I don't know,Somewhat difficult,Maybe,,,,,28,M,Canada
2016,False,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,Maybe,,,,,28,M,United Kingdom
2016,True,Yes,Yes,No,I don't know,I don't know,Somewhat easy,No,,,,,29,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Yes,,,,,35,M,United States of America
2016,True,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,Somewhat easy,Yes,,,,,35,M,Sweden
2016,False,Yes,I am not sure,No,Yes,Yes,Somewhat easy,Yes,,,,,31,M,United Kingdom
2016,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,,,,,37,M,Canada
2016,True,I don't know,I am not sure,Yes,Yes,Yes,Very easy,Yes,,,,,34,F,United States of America
2016,True,Yes,Yes,No,No,I don't know,Very easy,Yes,,,,,39,F,United States of America
2016,True,Yes,Yes,No,No,I don't know,Somewhat difficult,Maybe,,,,,29,F,United States of America
2016,True,Yes,I am not sure,No,Yes,Yes,Very easy,Yes,,,,,63,M,United States of America
2016,False,No,,No,No,I don't know,Very difficult,No,,,,,28,NB,United Kingdom
2016,True,No,No,No,No,No,Very easy,Yes,,,,,19,M,India
2016,True,Yes,No,No,No,Yes,Somewhat easy,No,,,,,40,M,United States of America
2016,False,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,,,,,49,F,United States of America
2016,True,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,Yes,,,,,27,F,Australia
2016,False,Yes,Yes,No,Yes,Yes,Somewhat easy,No,,,,,39,M,United States of America
2016,False,I don't know,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,Yes,,,,,35,M,United Kingdom
2016,True,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,,,,,35,M,United States of America
2016,True,Yes,I am not sure,No,No,I don't know,Very difficult,No,,,,,42,F,United States of America
2016,True,Yes,Yes,Yes,No,Yes,Very easy,Yes,,,,,35,M,Canada
2016,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,,,,,31,F,United States of America
2016,True,Yes,Yes,No,No,I don't know,I don't know,No,,,,,39,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,,,,,45,M,New Zealand
2016,True,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,,,,,29,M,United States of America
2016,True,Yes,No,No,No,I don't know,I don't know,Yes,,,,,20,M,United States of America
2016,True,Not eligible for coverage / N/A,,No,I don't know,I don't know,Very difficult,Maybe,,,,,34,M,United States of America
2016,True,Not eligible for coverage / N/A,,Yes,Yes,Yes,Very easy,Yes,,,,,33,NB,United Kingdom
2016,True,Yes,Yes,No,I don't know,I don't know,I don't know,No,,,,,31,M,United States of America
2016,True,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,,,,,36,M,United States of America
2016,True,Yes,Yes,No,Yes,No,Somewhat easy,No,,,,,30,M,United States of America
2016,False,Yes,I am not sure,No,I don't know,Yes,Neither easy nor difficult,No,,,,,44,F,United States of America
2016,True,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,,,,,23,F,United States of America
2016,False,Yes,No,No,Yes,I don't know,I don't know,No,,,,,46,M,United States of America
2016,True,Yes,Yes,No,No,I don't know,Very easy,Yes,,,,,33,F,United States of America
2016,False,Yes,Yes,No,No,Yes,Somewhat easy,No,,,,,32,F,United States of America
2016,True,No,No,No,No,I don't know,Neither easy nor difficult,Yes,,,,,26,M,United States of America
2016,True,I don't know,I am not sure,No,I don't know,I don't know,Very easy,No,,,,,28,M,United States of America
2016,True,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Yes,,,,,30,M,United States of America
2016,True,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,,,,,28,F,United States of America
2016,True,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Yes,,,,,31,M,Canada
2016,True,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,,,,,29,M,United States of America
2016,True,I don't know,No,No,No,I don't know,Somewhat easy,No,,,,,33,M,United States of America
2016,True,Yes,Yes,I don't know,Yes,Yes,I don't know,Maybe,,,,,43,F,United States of America
2016,True,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,Yes,,,,,28,M,Australia
2016,True,Yes,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,38,M,United States of America
2016,False,Yes,Yes,No,No,Yes,Somewhat easy,No,,,,,30,M,United States of America
2016,True,I don't know,No,No,I don't know,I don't know,Somewhat easy,No,,,,,48,F,United States of America
2016,True,No,No,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,28,M,Australia
2016,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,,,,,37,M,United States of America
2016,True,Yes,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,,,,,33,M,United States of America
2016,True,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Yes,,,,,21,M,Australia
2016,False,Yes,I am not sure,No,No,I don't know,Very difficult,No,,,,,25,M,United States of America
2016,True,Yes,No,No,No,I don't know,Somewhat difficult,No,,,,,40,M,United States of America
2016,False,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,,,,,30,F,Canada
2016,True,No,No,No,No,No,Very easy,No,,,,,25,M,India
2016,True,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,,,,,38,M,Germany
2016,False,I don't know,No,No,I don't know,I don't know,I don't know,Yes,,,,,24,M,United Kingdom
2016,True,Not eligible for coverage / N/A,,No,No,I don't know,Somewhat difficult,Yes,,,,,23,M,United Kingdom
2016,True,I don't know,I am not sure,No,No,Yes,Neither easy nor difficult,No,,,,,26,M,United States of America
2016,False,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,,,,,43,M,United Kingdom
2016,True,I don't know,I am not sure,No,No,I don't know,Very easy,Maybe,,,,,30,M,New Zealand
2016,False,I don't know,No,No,No,I don't know,Very difficult,No,,,,,40,M,United Kingdom
2016,False,Yes,No,No,No,I don't know,Very difficult,No,,,,,33,F,United Kingdom
2016,True,No,No,No,No,I don't know,I don't know,No,,,,,22,M,United Kingdom
2016,True,Yes,I am not sure,I don't know,Yes,I don't know,I don't know,Maybe,,,,,28,M,United States of America
2016,True,Yes,Yes,No,No,No,Very difficult,No,,,,,39,M,United States of America
2016,True,I don't know,No,I don't know,I don't know,I don't know,Very easy,Yes,,,,,33,M,United States of America
2016,True,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,,,,,37,M,United States of America
2016,True,I don't know,No,No,Yes,I don't know,I don't know,No,,,,,41,F,France
2016,True,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,No,,,,,30,F,United States of America
2016,True,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,,,,,42,M,United States of America
2016,True,Yes,No,No,No,I don't know,Somewhat difficult,Maybe,,,,,52,M,United States of America
2016,True,No,No,No,No,I don't know,Somewhat easy,Maybe,,,,,30,M,United States of America
2016,True,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,Yes,,,,,35,M,United States of America
2016,True,I don't know,No,No,No,I don't know,I don't know,No,,,,,24,M,United States of America
2016,True,I don't know,I am not sure,I don't know,I don't know,I don't know,Somewhat easy,Yes,,,,,39,M,United States of America
2016,True,Yes,I am not sure,No,No,I don't know,Very difficult,Maybe,,,,,34,M,United States of America
2016,False,No,No,No,No,No,Very difficult,No,,,,,43,M,Poland
2016,True,Yes,No,No,I don't know,Yes,Very difficult,Maybe,,,,,39,M,United States of America
2016,True,Yes,Yes,No,No,Yes,Somewhat easy,Yes,,,,,34,M,United States of America
2016,False,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Yes,,,,,38,M,United Kingdom
2016,True,Yes,Yes,No,I don't know,Yes,Somewhat easy,Yes,,,,,26,F,United States of America
2016,True,No,I am not sure,No,No,I don't know,Neither easy nor difficult,No,,,,,24,M,Bulgaria
2016,False,I don't know,I am not sure,Yes,Yes,I don't know,Very difficult,No,,,,,27,F,United States of America
2016,True,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,,,,,25,M,United States of America
2016,False,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,Maybe,,,,,33,M,Canada
2016,False,No,I am not sure,Yes,I don't know,Yes,Somewhat difficult,No,,,,,34,M,United States of America
2016,True,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,No,,,,,27,M,Canada
2016,True,Yes,No,No,I don't know,I don't know,Very easy,Maybe,,,,,33,M,United States of America
2016,True,Yes,I am not sure,No,I don't know,I don't know,Somewhat easy,Yes,,,,,50,M,United States of America
2016,True,Yes,I am not sure,Yes,No,Yes,Very difficult,No,,,,,32,F ,Canada
2016,True,I don't know,I am not sure,I don't know,Yes,Yes,Very easy,Maybe,,,,,39,M,Canada
2016,True,I don't know,No,I don't know,I don't know,I don't know,Very easy,Yes,,,,,36,M,United States of America
2016,True,I don't know,No,No,No,I don't know,Somewhat easy,Maybe,,,,,34,M,Canada
2016,True,I don't know,I am not sure,No,No,I don't know,I don't know,Yes,,,,,31,F,United States of America
2016,False,No,,Yes,Yes,I don't know,Somewhat easy,Yes,,,,,36,M,United States of America
2016,False,I don't know,I am not sure,Yes,Yes,Yes,Very easy,Yes,,,,,48,M,United States of America
2016,True,I don't know,No,No,I don't know,I don't know,Very easy,Yes,,,,,31,M,United States of America
2016,True,No,,No,No,I don't know,Very easy,Yes,,,,,32,M,United States of America
2016,True,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,No,,,,,32,M,United States of America
